id,date,likes,reposts,comments,views,text
8301,1685425964,24,0,0,344,"👥 Заведующий отделом редакционно-издательской деятельности и научно-информационного обеспечения ВолНЦ РАН О.В. Третьякова приняла участие в научно-практической конференции «Научное издание международного уровня – 2023: достижения, реалии, перспективы».
 
✅ 23–26 мая 2023 года состоялась XI Международная научно-практическая конференция «Научное издание международного уровня – 2023: достижения, реалии, перспективы». Мероприятие проводила Ассоциация научных редакторов и издателей (АНРИ) на площадке Российского государственного аграрного университета – МСХА им. К.А. Тимирязева. Ведущий научный сотрудник, зав. отделом ВолНЦ РАН кандидат филологических наук Ольга Валентиновна Третьякова выступила с докладом «Экономические журналы в RSCI: количественные и качественные характеристики списка».

📜 Подробности читайте на сайте: http://www.isert-ran.ru/activity/view?id=8638

#участие_в_научных_мероприятиях #научные_конференции"
8300,1685091322,3,0,0,222,"Уважаемые коллеги! 
Приглашаем принять участие в Пятом Всероссийском статистическом диктанте.

Ссылка на диктант: https://sd.rosstat.gov.ru/#part"
8299,1684935990,18,0,0,405,"Сотрудник ВолНЦ РАН принял участие в работе III Форума молодежных инициатив России и Азербайджана

В период с 16 по 19 мая 2023 года в городе Мингячевир (Республика Азербайджан) прошел III Форум молодежных инициатив России и Азербайджана, посвященный 100-летию со дня рождения общенационального лидера азербайджанского народа Гейдара Алиева.
Цель форума – презентация и внедрение эффективных механизмов практического взаимодействия молодых лидеров России и Азербайджана в сфере гуманитарного сотрудничества. 

Участниками третьего форума стали 100 делегатов (по 50 человек от каждой из стран) – представители науки и молодежных общественных организаций, лидеры молодежных движений, студенты, педагоги, представители структур и ведомств, занимающихся молодежной политикой на территории России и Азербайджана. 

По приглашению Министерства науки и высшего образования Российской Федерации в состав делегации от российской стороны вошел научный сотрудник Вологодского научного центра РАН, представитель Экспертного совета по международным делам Молодежного парламента при Государственной Думе Федерального Собрания Российской Федерации Николай Олегович Якушев.

Подробности читайте на сайте: http://www.volnc.ru/activity/view?id=8627

#ВолНЦРАН #Сотрудничество_ВолНЦРАН #Форум"
8298,1684906690,24,1,0,455,"На телеканале «Русский Север» вышло два сюжета о выездных занятиях сотрудников ВолНЦ РАН в Великом Устюге по проекту [club217421795|«Индустрия грамотности»]. Проект реализуется при поддержке ФАДМ «Росмолодёжь» и отдела культуры и молодёжной политики Администрации Великоустюгского муниципального округа.

Новостной сюжет от 17 мая 2023 г.: https://vk.com/club217421795?z=video-111891744_456253889/ln-PyJNjDoSjsGt2uknxx/pl_wall_-217421795 

Об актуальности формирования экологической грамотности у представителей подрастающего поколения в программе «Эко-факт» от 19 мая 2023 г.: https://vk.com/news35vu?z=video-111891744_456253899/ln-fWy0Bt67puHpStkSbb/pl_wall_-111891744 
 
Вологодский научный центр РАН выражает благодарность [club111891744|Телеканалу «Русский Север» | Великий Устюг] и журналисту Степану Крижановскому за интересные репортажи! 

#ВолНЦРАН #РосмолодёжьГранты #Росмолодёжь"
8297,1684762592,21,0,0,410,"«Индустрия грамотности» расширяет географию: сотрудники ВолНЦ РАН провели выездные занятия по проекту «Индустрия грамотности» в Великом Устюге 

16-17 мая 2023 г. в рамках проектной деятельности НОЦ ВолНЦ РАН сотрудники отдела исследования уровня и образа жизни населения провели выездные занятия по проекту [club217421795|«Индустрия грамотности»] в г. Великом Устюге при поддержке ФАДМ [club49388164|«Росмолодёжь»] и отдела культуры и молодёжной политики Администрации Великоустюгского муниципального округа. 
 
Команда проекта (зав. лаб., в.н.с. к.и.н. Уханова Юлия Викторовна; с.н.с. к.э.н. Косыгина Ксения Евгеньевна; в.н.с. к.э.н. Груздева Мария Андреевна; с.н.с. к.э.н. Белехова Галина Вадимовна; м.н.с. Жданова Ангелина Эдуардовна; инж.-иссл. Захаров Никита Геннадьевич) провела для школьников Великого Устюга ряд занятий по формированию гражданской, финансовой, цифровой и экологической грамотности. Участниками стали ученики из шести образовательных учреждений города: «СОШ № 1», «СОШ № 2 с кадетскими классами», «СОШ № 9», Военно-патриотический клуб «Вымпел-Устюг», Гимназия (школа № 10 им. А. И. Герцена), «СОШ № 4». В мероприятии приняли участие более 60 школьников. 

Подробности на сайте: http://www.volnc.ru/activity/view?id=8616

#ВолНЦРАН #ВолНЦРАН_Сотрудничество #РосмолодёжьГранты #Росмолодёжь"
8296,1684749631,16,1,0,428,"17–19 мая 2023 года в Вологодском научном центре РАН прошла VIII международная научно-практическая интернет-конференция «Проблемы экономического роста и устойчивого развития территорий». 

Ученые и начинающие исследователи, студенты и аспиранты – всего 148 участников из России, Беларуси, Таджикистана, Армении – обсудили современные тенденции национальной и региональной экономики, проблемы и пути их решения. 
В 2023 году VIII международная интернет-конференция «Проблемы экономического роста и устойчивого развития территорий» стала одной из региональных площадок проведения V международного [club178888939|Московского академического экономического форума] «Мировые тренды экономического развития: роль и место России» (https://maef.veorus.ru/). 

19 мая 2023 года состоялось пленарное заседание, на котором выступили зам. зав. отделом социально-экономического развития и управления в территориальных системах ВолНЦ РАН кандидат экономических наук Е. В. Лукин, зав. лабораторией Института экономики УрО РАН кандидат экономических наук, доцент И. В. Наумов, доцент Ярославского государственного университета им. П. Г. Демидова кандидат экономических наук А. А. Пугачев и другие.

В III-IV квартале 2023 г. планируется выход сборника докладов конференции с присвоением УДК, ББК, ISBN и размещением в РИНЦ.

Подробности на сайте: http://www.volnc.ru/activity/view?id=8615

#ВолНЦРАН #Сотрудничество_ВолНЦРАН #Конференция_ВолНЦРАН #МАЭФ"
8295,1684474223,15,1,0,424,"Семинар, посвященный вопросам развития автомобильных дорог в России, состоялся в ВолНЦ РАН
 
 16 мая 2023 года состоялось заседание постоянно действующего научного семинара «Региональная экономика и управление» в рамках научной школы «Теория и методологии управления устойчивым социально-экономическим развитием региональных систем» (руководитель – зам. директора, зав. отделом доктор экономических наук, профессор Т.В. Ускова).
 
 С результатами исследования, посвященного анализу тенденций, оценке проблем и перспектив развития автомобильных дорог в России, выступил на семинаре старший научный сотрудник отдела проблем социально-экономического развития и управления в территориальных системах ВолНЦ РАН кандидат экономических наук Николай Владимирович Ворошилов.

Подробнее на сайте: http://www.volnc.ru/activity/view?id=8611

#ВолНЦРАН #Семинары #Постфактум #Развитиедорог"
8294,1684473698,6,0,0,289,
8291,1684241719,22,1,1,526,"15 мая 2023 г. в Международный день семьи зам. директора ВолНЦ РАН, заведующая отделом исследования уровня и образа жизни населения к.э.н. О.Н. Калачикова приняла участие в программе «Главное» областного радио [club90957334|ГТРК «Вологда»] 

В рамках передачи были подняты вопросы разводимости, эффективности положительных мер господдержки семей с детьми, важности института брака для вологжан. Представлены статистические данные о брачности и разводимости, среднем возрасте матерей при рождении первенца, семейной структуре населения в регионе и обсуждены пути решения демографических проблем в Вологодской области.

Подробности читайте на сайте: http://www.volnc.ru/activity/view?id=8606

Сокращенная телеверсия беседы стала сюжетом телепрограммы «Вести ‑ Вологодская область» от 16.05.2023 9:00: https://вести35.рф/vesti/2023/05/16/vesti_vologodskaya_oblast_efir_ot_16_05_23_09_00

Полная запись эфира: https://xn--35-dlcmp7ch.xn--p1ai/podcasts/radio_rossii_glavnoe/2023/05/15/glavnoe_mezhdunarodnyy_den_semi

#ВолНЦРАН #ВолНЦРАН_на_радио #РадиоРоссии #ГТРКВологда #Вести35 #демография #ВО35"
8290,1684159736,17,4,0,597,"Стратегическая сессия Межрегионального клуба молодых ученых «Ученые будущего» состоялась при взаимодействии с Советом молодых ученых ВолНЦ РАН 
 
11 мая 2023 года в Научно-образовательном центре Вологодского научного центра РАН состоялась стратегическая сессия «Преодоление барьеров в карьере молодого ученого». Мероприятие проводилось в рамках проекта [club218306594|Межрегионального клуба молодых ученых] «Ученые будущего», которое было реализовано при взаимодействии с Советом молодых ученых ВолНЦ РАН. 
Цель стратегической сессии – выявить барьеры в карьерных траекториях молодых ученых и предложить варианты решения для их преодоления. 

На стратегической сессии с приветственным словом и напутственной речью с пожеланием плодотворной работы выступили: 
1. Кельсина Анна Сергеевна, зав. аспирантурой ВолНЦ РАН. 
2. Головчин Максим Александрович, с.н.с. ВолНЦ РАН к.э.н. 

Руководитель межрегионального клуба молодых ученых «Ученые будущего» Иванов Александр Алексеевич поприветствовал участников и рассказал о деятельности клуба и планах по его развитию для сообщества молодых ученых, а также о значимости проводимой стратегической сессии. И выразил огромную благодарность в адрес ВолНЦ РАН за возможность организации и проведения стратегической сессии. 

Модератором мероприятия выступил председатель Совета молодых ученых ВолНЦ РАН, научный сотрудник Якушев Николай Олегович. В стратегической сессии от ВолНЦ РАН были задействованы магистранты, аспиранты, сотрудники ВолНЦ РАН. В мероприятии также приняли участие представители [club73803260|РАНХиГС] – студенты 3 курса по направлению обучения «государственное и муниципальное управление» во главе с председателем Студенческого совета Полосковой Юлией Александровной. 

В ходе стратегической сессии молодые ученые ВолНЦ РАН и студенты РАНХиГС акцентировали внимание на нематериальных аспектах карьеры молодого ученого. Участники от ВолНЦ РАН выдвинули предложения по расширению мер поддержки для молодых ученых (питание по льготным ценам, бонусные программы, кэшбеки и др.), снижению входных барьеров в высокорейтинговых журналах (создании отдельных рубрик для молодых исследователей); созданию единой информационной площадки для молодых ученых; развитию сферы научного туризма и программы научного наставничества. 

Студенты РАНХиГС предложили создать систему взаимодействия и популяризации науки в регионе, а также подчеркнули важность взаимодействия молодых исследователей с научными руководителями. 
Совет молодых ученых ВолНЦ РАН и Межрегиональный клуб молодых ученых «Ученые будущего» благодарит всех участников за активную работу на стратегической сессии, а также выражает благодарность спикерам мероприятия! 

#ВолНЦРАН #Сотрудничество_ВолНЦРАН #Ученыебудущего #наука #РосмолодёжьГранты #Росмолодёжь"
8289,1684144304,4,0,0,371,"Сотрудник ВолНЦ РАН Николай Якушев принял участие в работе I Международной молодежной конференции «Иран и Россия в евроазиатском пространстве: диалог культур, государств, технологий» 
 
2–3 мая 2023 года состоялась международная молодежная конференция [club218415962|«Иран и Россия в евроазиатском пространстве: диалог культур, государств, технологий»]. Мероприятие было организовано [club10540|Национальным исследовательским Томским государственным университетом] совместно с [club205005135|Центром международных и региональных исследований].

Научный сотрудник Вологодского научного центра РАН Николай Олегович Якушев в рамках третьего секционного заседания выступил с докладом «Оценка российского экспорта в Иран: особенности специфики территорий».

Подробности на сайте: http://www.vscc.ac.ru/activity/view?id=8602

#ВолНЦРАН #Исследования_ВолНЦРАН #Сотрудничество_ВолНЦРАН #Иран #диалогкультур"
8288,1684141527,7,1,0,352,"Опубликован сборник статей XXII Международной научно-практической конференции «Молодые ученые – экономике региона», проходившей на площадке Вологодского научного центра РАН с 12 по 16 декабря 2022 года.

Адресовано студентам, аспирантам, преподавателям высших учебных заведений экономического профиля, а также всем, кто интересуется проблемами развития региональной экономики. 

Подробности на сайте: http://www.vscc.ac.ru/activity/view?id=8604

#ВолНЦРАН #экономикарегиона #сборникконференции"
8287,1684138679,2,1,0,257,
8286,1683808071,17,0,0,362,
8285,1683803781,7,2,0,422,"📘 Вышла в свет книга Е.В. Балацкого «Геополитический старт России» 
 
🌐 Книга посвящена рассмотрению тех объективных принципов, правил, законов, механизмов и эффектов, которые управляют динамикой периодической смены мировых центров капитала. Раскрывается ошибочность концепции многополярности мира и доказывается, что геополитическое пространство планеты подчиняется принципу моноцентричности. Сделана попытка обосновать, что сегодняшняя Россия обладает уникальными геополитическими преимуществами по сравнению со всеми остальными странами мира и может претендовать на роль нового центра капитала и нового центра мировой активности. С единых общенаучных позиций раскрываются многие недостаточно изученные вопросы: возникновение идеологии трансгуманизма, работа системы неоколониализма, особенности гибридных войн, кристаллизация пассионарности народа и т. п.
 
👥 Книга (http://www.vscc.ac.ru/activity/view?id=8596) может быть полезна всем интересующимся международными отношениями и мировой политикой.
 
👉 Англоязычная версия http://www.vscc.ac.ru/activity/view?id=8597

#книги"
8284,1683788905,24,1,0,486,"📃 В издании «Аргументы и факты» опубликована статья «Место встречи – Вологда. Известные ученые обсудили актуальную экоповестку».

#сотрудничество #конференции"
8282,1683786703,10,0,0,347,"📗 Опубликовано методическое пособие «Высокопродуктивные агрофитоценозы кормовых культур для условий Европейского Севера России».
👥 Авторы: И.Л. Безгодова, Н.Ю. Коновалова, Е.Н. Прядильщикова, В.В. Вахрушева, С.С. Коновалова.

Подробности на сайте: http://www.volnc.ru/activity/view?id=8591

#книги"
8281,1683785081,16,0,0,351,"📣 Итоги участия Вологодского научного центра РАН в Международном форуме «Экология: город, экономика, люди» 
 
✅ С 22 по 28 апреля 2023 года в г. Вологде проходил Международный форум «Экология: город, экономика, люди». Вологодский научный центр РАН выступил организатором и активным участником многих мероприятий форума.

📜 Подробности на сайте: http://www.volnc.ru/activity/view?id=8590

#конференции_ВолНЦ_РАН #сотрудничество"
8280,1683784837,9,0,0,353,"👥 26 апреля 2023 года состоялось заседание Ученого совета ФГБУН ВолНЦ РАН, на котором было представлено научное сообщение старшего научного сотрудника к.э.н. Н.В. Ворошилова «Институт местного самоуправления в условиях формирования единой системы публичной власти в России». 

📜 Подробности на сайте: http://www.volnc.ru/activity/view?id=8589

#заседания_Ученого_совета"
8272,1683361523,63,0,7,738,🎉6 мая день рождения отмечает директор Вологодского научного центра РАН [id598070613|Александра Шабунова] .
8271,1683288047,9,0,0,373,"🇷🇺 По всей России проходят масштабные мероприятия, приуроченные ко Дню Победы, в которых может принять участие каждый из нас:
⭐ акция «Герои с нами» (в рамках акции в День Победы граждане надевают футболки с портретами своих героев); 
⭐ акция «Герои с нами», публикация фотографий участников акции в социальных сетях с хэштегом #героиснами; 
⭐ акция «Потрет героя на сердце» (посредством изготовления бейджа с портретом героя и информацией о нем); 
⭐ акция «Окна Победы» (оформление и украшение окон тематическими рисунками, трафаретами, символикой Дня Победы); 
⭐ акция «Флаги Победы» (размещение знамен Победы в окнах и на балконах зданий); 
⭐ акция «Стена Памяти» (создание стендов с фотографиями героев Великой Отечественной войны). 
🌷 Отмечаем главный праздник страны вместе!

#День_Победы #герои_с_нами"
8270,1683287011,19,2,0,635,"👨‍🎓 Магистратура Вологодского научного центра Российской академии наук: сроки подачи документов, условия поступления, наличие бюджетных мест, вступительные испытания. Все это вы можете узнать на сайте Научно-образовательного центра.

📜 http://noc.volnc.ru/activity/view?id=8104

#магистратура #НОЦ"
8269,1683284728,5,1,0,287,"📣 На сайте Российской академии наук опубликован материал об итогах Международной научно-практической конференции «Экология и общество: баланс интересов», состоявшейся 27 апреля 2023 года в г. Вологде.
👥 Мероприятие было организовано Министерством науки и высшего образования РФ, Отделением общественных наук РАН, Правительством Вологодской области, Администрацией города Вологды, Вологодским научным центром РАН и Вольным экономическим обществом России в рамках III Международного форума «Экология: город, экономика, люди», а также в преддверии празднования 300-летия Российской академии наук и в рамках мероприятий, приуроченных к Десятилетию науки и технологий.

📜 https://new.ras.ru/activities/news/itogi-mezhdunarodnoy-nauchno-prakticheskoy-konferentsii-ekologiya-i-obshchestvo-balans-interesov

#экофорум #сотрудничество #РАН"
8268,1683273048,14,1,0,393,"👥 По приглашению директора Центра АСЕАН МГИМО МИД России научный сотрудник ВолНЦ РАН Николай Олегович Якушев выступил с докладом на конференции «Вьетнам в условиях мировой турбулентности: политика, экономика и общество», проходившей в рамках масштабного мероприятия VIII День Вьетнама. 
🇻🇳 28 апреля 2023 года состоялась научная конференция «Вьетнам в условиях мировой турбулентности: политика, экономика и общество» в рамках масштабного мероприятия VIII День Вьетнама, организованного Вьетнамским землячеством и Центром АСЕАН МГИМО МИД России. Различные мероприятия Дня Вьетнама посетили более 500 человек. Среди гостей были представители органов государственной власти, дипломатических представительств и бизнеса России и Вьетнама. Ведущие эксперты, ученые, молодые исследователи и другие участники научной конференции представили исследования в различных областях – от политики и экономики, до культуры, религиозной и социальной сферы в рамках четырех сессий. 

📜 Подробности на сайте: http://www.vscc.ac.ru/activity/view?id=8583

# конференции #сотрудничество"
8267,1683270800,7,1,0,383,"📗 Вышел в свет новый выпуск сетевого научного журнала ВолНЦ РАН «АгроЗооТехника», том 6, № 2, 2023 г. 
 
🌱 Журнал публикует материалы о современных и перспективных методах производства в сельском хозяйстве.

🐂 В рубрике «Кормопроизводство, кормление сельскохозяйственных животных и технология кормов» вышла статья сотрудников Вологодского научного центра РАН: кандидата сельскохозяйственных наук, старшего научного сотрудника Ю.М. Смирновой и кандидата биологических наук, ведущего научного сотрудника А.В. Платонова «Состояние обмена веществ высокопродуктивных коров при использовании в рационе пробиотика». 
📃 Важнейшей задачей современного молочного животноводства является обеспечение населения полноценными и безопасными молочными продуктами, что определяет соответствующие требования к АПК. В статье рассматривается один из способов решения данной проблемы – повышение молочной продуктивности животных при сохранении их здоровья путем применения в кормлении пробиотических препаратов, а именно использование в рационах коров голштинизированной черно-пестрой породы ферментативно-пробиотического препарата «Румит». В задачи исследования входила оценка обмена веществ подопытных животных на основании анализа гематологических и биохимических показателей крови высокопродуктивных коров.

📜 Читайте все статьи журнала «АгроЗооТехника» на сайте издания. 
http://azt-journal.ru/issue/22 

#научные_журналы #научные_журналы #СЗНИИМЛПХ #АгроЗооТехника"
